内置番号,卡号,姓名,姓氏提取,匹配类型,骑砍ID,罗马音名,家族,文化,类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派,事件获取
627,757,北条氏直,北条,精确匹配,lord_1_hojo_4,Hojo Ujinao,clan_hojo_1,kanto,精确匹配织丰,,1562,1576,1591,病死,北条氏政,629,北条氏康,630,上杉景虎 北条氏邦 北条氏照 北条氏规 北条氏政 北条氏康,只限武将,82,82,温和,胆小,现实,慎重,普通,42,艺术品,无欲,普通,平氏,刀剑,57,39,60,48,61,1,0,1,0,0,0,0,0,0,2,1,1,1,1,1,0,狮子奋迅,强袭,无,无要求,,,未登场,北条氏直,足轻组头,陪臣（北条氏政）,北条家,小田原城,无,未登场,北条氏直,足轻组头,陪臣（北条氏政）,北条家,小田原城,无,未登场,北条氏直,足轻组头,陪臣（北条氏政）,北条家,小田原城,无,未登场,北条氏直,足轻组头,陪臣（北条氏政）,北条家,小田原城,无,未登场,北条氏直,足轻组头,陪臣（北条氏政）,北条家,小田原城,无,已登场,北条氏直,侍大将,直臣,北条家,小田原城,无,已登场,北条氏直,侍大将,直臣,北条家,小田原城,无,已死亡,北条氏直,无效,无效,无,无效,无,已登场,北条氏直,部将,直臣,北家,松前城,无,
628,758,北条氏规,北条,精确匹配,lord_1_hojo_9,Hojo Ujinori,clan_hojo_1,kanto,精确匹配织丰,,1545,1559,1600,病死,北条氏康,630,北条氏纲,###,上杉景虎 北条氏邦 北条氏繁 北条氏照 北条氏直 北条氏政 北条氏康,只限武将,82,92,温和,普通,现实,普通,重视情义,40,书籍,普通,普通,平氏,刀剑,60,43,68,77,66,1,1,1,0,0,0,2,0,0,1,0,2,2,3,2,1,狮子奋迅,强袭,无,一般条件,,,未登场,北条氏规,侍大将,直臣,北条家,小田原城,无,已登场,北条氏规,城主,直臣,北条家,韭山城,无,已登场,北条氏规,部将,直臣,北条家,小田原城,无,已登场,北条氏规,城主,直臣,北条家,韭山城,无,已登场,北条氏规,城主,直臣,北条家,韭山城,无,已登场,北条氏规,城主,直臣,北条家,韭山城,无,已登场,北条氏规,国主,直臣,北条家,韭山城,无,已登场,北条氏规,家老,直臣,丰臣家,大坂城,无,已登场,北条氏规,部将,直臣,北家,松前城,无,
629,759,北条氏政,北条,精确匹配,lord_1_hojo,Hojo Ujimasa,clan_hojo_1,kanto,精确匹配织丰,,1538,1554,1590,战死,北条氏康,630,北条氏纲,###,上杉景虎 北条氏邦 北条氏繁 北条氏照 北条氏直 北条氏规 北条氏康,只限武将,82,82,普通,勇敢,普通,轻率,普通,82,艺术品,贪心,普通,平氏,刀剑,75,52,63,53,68,3,2,1,1,1,1,3,0,1,1,0,1,0,2,1,0,狮子奋迅,强袭,无,一般条件,北条三家老 大道寺政繁/远山纲景/松田宪秀,,已登场,北条氏政,家老,直臣,北条家,小田原城,无,已登场,北条氏政,家老,直臣,北条家,小田原城,无,已登场,北条氏政,家老,直臣,北条家,小田原城,无,已登场,北条氏政,家老,直臣,北条家,小田原城,无,已登场,北条氏政,大名,首领,北条家,小田原城,无,已登场,北条氏政,大名,首领,北条家,小田原城,无,已登场,北条氏政,大名,首领,北条家,小田原城,无,已死亡,北条氏政,无效,无效,无,无效,无,已登场,北条氏政,部将,陪臣（北条幻庵）,北家,大浦城,无,
630,760,北条氏康,北条,精确匹配,lord_1_hojo_2,Hojo Ujiyasu,clan_hojo_1,kanto,精确匹配织丰,,1515,1554,1571,病死,北条氏纲,1323,北条早云,###,上杉景虎 北条氏邦 北条氏繁 北条氏照 北条氏直 北条氏规 北条氏政 北条幻庵,只限武将,82,82,普通,勇敢,普通,普通,普通,88,武具,无欲,普通,平氏,刀剑,94,70,100,93,89,3,4,3,2,2,2,3,0,2,4,3,3,2,3,1,2,钓野伏，狮子奋迅，土龙攻,强袭，拔突，急所击，刚弓，铁壁，丢钱,名宰相,一般条件,,,已登场,北条氏康,大名,首领,北条家,小田原城,无,已登场,北条氏康,大名,首领,北条家,小田原城,无,已登场,北条氏康,大名,首领,北条家,小田原城,无,已登场,北条氏康,大名,首领,北条家,小田原城,无,已死亡,北条氏康,无效,无效,无,无效,无,已死亡,北条氏康,无效,无效,无,无效,无,已死亡,北条氏康,无效,无效,无,无效,无,已死亡,北条氏康,无效,无效,无,无效,无,已登场,北条氏康,部将,陪臣（北条幻庵）,北家,大浦城,无,
631,761,北条幻庵,北条,精确匹配,lord_1_hojo_11,Hojo Gen-an,clan_hojo_1,kanto,精确匹配织丰,,1493,1554,1589,病死,北条早云,1324,,,北条氏康,只限武将,82,82,普通,普通,理想,慎重,普通,22,艺术品,普通,滴酒不沾,平氏,刀剑,14,5,78,73,77,0,0,0,0,0,0,1,0,0,2,2,2,4,3,3,2,狮子奋迅,强袭,无,一般条件,,,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已登场,北条幻庵,家老,直臣,北条家,小田原城,无,已死亡,北条幻庵,无效,无效,无,无效,无,已登场,北条幻庵,城主,直臣,北家,大浦城,无,
632,762,北条纲成,北条,姓氏推断,lord_1_hojo,Hojo Tsunashige,clan_hojo_1,kanto,家族和文化自动推断,,1515,1554,1587,病死,,,,,北条氏胜 北条氏繁,只限武将,82,82,普通,勇敢,普通,轻率,普通,19,武具,无欲,普通,平氏,枪,83,86,51,79,80,3,4,3,1,1,3,3,2,2,1,1,0,1,2,0,0,骑射突击，狮子奋迅,强袭，连续斩，拔突，粘花，二连苦无，急所击，卷枪，引落，柄返，刚力，铁壁,无,一般条件,,,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已登场,北条纲成,城主,直臣,北条家,玉绳城,无,已死亡,北条纲成,无效,无效,无,无效,无,已登场,北条纲成,家老,直臣,北家,松前城,无,
633,763,宝藏院胤荣,宝藏院,需新建,lord_1_houzouintane,Houzouin In'ei,,,,,1521,1554,1607,病死,,,,,,没那个意思,80,80,普通,勇敢,现实,轻率,重视情义,63,武具,无欲,嗜酒如命,藤原氏,枪,42,92,39,67,71,0,0,0,0,0,4,2,2,0,0,0,0,3,2,2,0,无,强袭，连续斩，拔突，粘花，二连苦无，卷枪，飞鸟，引落，当身，柄返，刚力，铁壁，辱骂，大喝,枪术高手,一般条件,,,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,已登场,宝藏院胤荣,师范,其他,无,奈良之町,宝藏院流,
634,764,保科正俊,保科,需新建,lord_1_hoshinamasatoshi,Hoshina Masatoshi,,,,,1509,1554,1593,病死,,,,,,只限武将,70,70,性急,勇敢,普通,轻率,普通,65,武具,普通,嗜酒如命,源氏,枪,55,72,31,38,56,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,1,无,强袭，连续斩，拔突，粘花，卷枪，引落，柄返，刚力，铁壁,枪术名人,无要求,,,已登场,保科正俊,侍大将,陪臣（武田信廉）,武田家,踯躅崎馆,无,已登场,保科正俊,侍大将,陪臣（武田信廉）,武田家,高远城,无,已登场,保科正俊,侍大将,陪臣（武田信廉）,武田家,高远城,无,已登场,保科正俊,侍大将,陪臣（武田信廉）,武田家,高远城,无,已登场,保科正俊,侍大将,陪臣（仁科盛信）,武田家,高远城,无,已登场,保科正俊,侍大将,陪臣（穴山梅雪）,武田家,骏府城,无,已登场,保科正俊,城主,直臣,德川家,高远城,无,已死亡,保科正俊,无效,无效,无,无效,无,已登场,保科正俊,浪人,其他,无,江户之町,无,
635,895,安井道顿,安井,需新建,lord_1_yasuimichi,Yasui Doton,,,,,1533,1554,1615,战死,,,,,,武将以外优先,10,10,性急,勇敢,现实,轻率,重视情义,57,武具,贪心,嗜酒如命,其他,枪,43,60,66,38,60,1,0,0,0,0,2,0,1,4,2,2,0,1,4,0,0,无,强袭，拔突，铁壁,无,无要求,,,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,石山之町,无,已登场,安井道顿,浪人,其他,无,大坂之町,无,已登场,安井道顿,浪人,其他,无,松江之町,无,
636,766,细川忠兴,细川,精确匹配,lord_1_hosokawa_2,Hosokawa Tadaoki,clan_hosokawa_1,kinai,精确匹配织丰,,1563,1577,1645,病死,细川幽斋,638,三渊晴员,###,细川幽斋 三渊藤英,全职种,98,98,温和,普通,现实,普通,不重情义,76,艺术品,普通,普通,源氏,刀剑,78,68,80,72,73,2,2,3,2,2,2,2,0,2,2,2,2,4,1,4,0,威风凛凛,强袭，拔突，急所击，刚弓，铁壁,风雅之士,一般条件,,,未登场,细川忠兴,足轻组头,陪臣（细川藤孝）,足利家,朽木谷城,无,未登场,细川忠兴,足轻组头,陪臣（细川藤孝）,足利家,朽木谷城,无,未登场,细川忠兴,足轻组头,陪臣（细川藤孝）,足利家,二条城,无,未登场,细川忠兴,足轻组头,陪臣（细川藤孝）,足利家,二条城,无,未登场,细川忠兴,足轻组头,陪臣（细川藤孝）,织田家,岐阜城,无,已登场,细川忠兴,足轻大将,陪臣（细川藤孝）,织田家,宫津城,无,已登场,细川忠兴,城主,直臣,羽柴家,宫津城,无,已登场,细川忠兴,大名,首领,细川家,宫津城,无,已登场,细川忠兴,浪人,其他,无,鹿岛之町,无,
637,767,细川晴元,细川,姓氏推断,lord_1_hosokawa_harumoto,Hosokawa Harumoto,clan_hosokawa_1,kinai,家族和文化自动推断,,1514,1554,1563,病死,,,,,,只限武将,1,5,性急,勇敢,理想,轻率,不重情义,52,艺术品,贪心,滴酒不沾,源氏,刀剑,24,31,35,58,57,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,威风凛凛,强袭,无,一般条件,,,已登场,细川晴元,家老,直臣,足利家,朽木谷城,无,已登场,细川晴元,家老,直臣,足利家,朽木谷城,无,已登场,细川晴元,家老,直臣,足利家,二条城,无,已死亡,细川晴元,无效,无效,无,无效,无,已死亡,细川晴元,无效,无效,无,无效,无,已死亡,细川晴元,无效,无效,无,无效,无,已死亡,细川晴元,无效,无效,无,无效,无,已死亡,细川晴元,无效,无效,无,无效,无,已登场,细川晴元,浪人,其他,无,鹿屋之町,无,
638,768,细川幽斋,细川,姓氏推断,lord_1_hosokawa_yuu,Hosokawa Yuu,clan_hosokawa_1,kinai,家族和文化自动推断,,1534,1554,1610,病死,三渊晴员,1350,,,细川忠兴 三渊藤英,只限武将,99,99,普通,勇敢,现实,轻率,普通,77,艺术品,普通,普通,源氏,刀剑,80,60,91,88,89,3,2,3,0,3,3,3,0,2,2,1,2,4,4,3,1,威吓，威风凛凛,强袭，连续斩，八神太刀，拔突，急所击，刚弓，神妙剑，刚力，金刚力，铁壁，气声，辱骂，大喝，克己,风雅之士，说客,一般条件,,,已登场,细川藤孝,部将,直臣,足利家,朽木谷城,新当流,已登场,细川藤孝,侍大将,直臣,足利家,朽木谷城,新当流,已登场,细川藤孝,侍大将,直臣,足利家,二条城,新当流,已登场,细川藤孝,部将,直臣,足利家,二条城,新当流,已登场,细川藤孝,侍大将,直臣,织田家,岐阜城,新当流,已登场,细川藤孝,城主,直臣,织田家,宫津城,新当流,已登场,细川幽斋,家老,直臣,羽柴家,石山本愿寺,新当流,已登场,细川幽斋,家老,直臣,细川家,宫津城,新当流,已登场,细川藤孝,浪人,其他,无,鹿屋之町,新当流,
639,770,堀尾忠氏,堀尾,需新建,lord_1_horiotadashishi,Horio Tadauji,,,,,1578,1592,1604,病死,堀尾吉晴,640,,,堀尾吉晴,全职种,10,90,温和,普通,普通,轻率,普通,30,艺术品,普通,普通,其他,刀剑,29,36,51,42,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,无,强袭,无,无要求,,,未登场,堀尾忠氏,浪人,其他,无,井之口之町,无,未登场,堀尾忠氏,浪人,其他,无,井之口之町,无,未登场,堀尾忠氏,浪人,其他,无,井之口之町,无,未登场,堀尾忠氏,足轻组头,陪臣（堀尾吉晴）,织田家,岐阜城,无,未登场,堀尾忠氏,足轻组头,陪臣（堀尾吉晴）,织田家,长滨城,无,未登场,堀尾忠氏,足轻组头,陪臣（堀尾吉晴）,织田家,姬路城,无,未登场,堀尾忠氏,足轻组头,陪臣（堀尾吉晴）,羽柴家,石山本愿寺,无,已登场,堀尾忠氏,大名,首领,堀尾家,滨松城,无,已登场,堀尾忠氏,浪人,其他,无,富山之町,无,
640,771,堀尾吉晴,堀尾,需新建,lord_1_horioyoshiharu,Horio Yoshiharu,,,,,1544,1558,1611,病死,,,,,堀尾忠氏,全职种,10,10,温和,普通,普通,轻率,普通,25,武具,普通,滴酒不沾,其他,刀剑,63,50,68,66,63,1,0,1,0,0,0,0,2,3,2,2,2,1,2,0,2,无,强袭，二连苦无,无,一般条件,,,未登场,堀尾茂助,浪人,其他,无,井之口之町,无,未登场,堀尾茂助,浪人,其他,无,井之口之町,无,已登场,堀尾茂助,浪人,其他,无,井之口之町,无,已登场,堀尾吉晴,足轻组头,陪臣（木下藤吉郎）,织田家,岐阜城,无,已登场,堀尾吉晴,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,堀尾吉晴,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,堀尾吉晴,部将,直臣,羽柴家,石山本愿寺,无,已登场,堀尾吉晴,家老,直臣,堀尾家,滨松城,无,已登场,堀尾茂助,浪人,其他,无,厩桥之町,无,
641,772,堀直政,堀,需新建,lord_1_horinaomasa,Horii Naomasa,,,,,1547,1561,1608,病死,,,,,,全职种,0,5,普通,普通,普通,轻率,普通,52,武具,普通,嗜酒如命,藤原氏,刀剑,57,56,58,49,56,2,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,无,强袭,无,一般条件,,,未登场,堀直政,足轻组头,直臣,斋藤家,稻叶山城,无,未登场,堀直政,浪人,其他,无,井之口之町,无,未登场,堀直政,浪人,其他,无,井之口之町,无,已登场,堀直政,足轻组头,直臣,织田家,岐阜城,无,已登场,堀直政,足轻组头,直臣,织田家,岐阜城,无,已登场,堀直政,侍大将,直臣,织田家,安土城,无,已登场,堀直政,部将,陪臣（堀秀政）,羽柴家,长滨城,无,已登场,堀直政,家老,直臣,堀家,春日山城,无,已登场,堀直政,浪人,其他,无,松江之町,无,
642,773,堀内氏善,堀内,需新建,lord_1_horiuchishizen,Horiuchi Shizen,,,,,1549,1560,1615,病死,,,,,,全职种,70,70,普通,普通,普通,轻率,不重情义,54,艺术品,贪心,嗜酒如命,源氏,刀剑,38,36,27,22,23,0,0,1,2,2,0,0,2,0,0,1,0,2,1,0,1,无,强袭，二连苦无，刚弓,无,无要求,,,未登场,堀内氏善,浪人,其他,无,杂贺之町,无,已登场,堀内氏善,城主,直臣,畠山家,新宫城,无,已登场,堀内氏善,城主,直臣,畠山家,新宫城,无,已登场,堀内氏善,城主,直臣,织田家,新宫城,无,已登场,堀内氏善,城主,直臣,织田家,新宫城,无,已登场,堀内氏善,城主,直臣,织田家,新宫城,无,已登场,堀内氏善,城主,直臣,羽柴家,新宫城,无,已登场,堀内氏善,城主,直臣,九鬼家,新宫城,无,已登场,堀内氏善,浪人,其他,无,直江津之町,无,
643,774,堀秀治,堀,需新建,lord_1_horishuuji,Horii Hideharu,,,,,1576,1590,1606,病死,堀秀政,644,,,堀秀政,全职种,90,90,普通,胆小,现实,慎重,重视情义,40,南蛮物,普通,滴酒不沾,藤原氏,刀剑,44,38,42,42,41,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,无,强袭,无,无要求,,,未登场,堀秀治,足轻组头,陪臣（堀秀政）,斋藤家,稻叶山城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,斋藤家,稻叶山城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,织田家,清洲城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,织田家,岐阜城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,织田家,岐阜城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,织田家,安土城,无,未登场,堀秀治,足轻组头,陪臣（堀秀政）,羽柴家,长滨城,无,已登场,堀秀治,大名,首领,堀家,春日山城,无,已登场,堀秀治,浪人,其他,无,骏府之町,无,
644,775,堀秀政,堀,需新建,lord_1_horihidemasa,Horii Hidemasa,,,,,1553,1567,1590,病死,,,,,堀秀治,只限武将,5,5,温和,普通,普通,轻率,普通,58,南蛮物,普通,普通,藤原氏,刀剑,70,42,63,54,58,2,1,2,1,1,3,2,0,1,1,0,0,3,2,1,1,无,强袭，连续斩，拔突，刚力，铁壁,无,无要求,,,未登场,堀秀政,足轻组头,直臣,斋藤家,稻叶山城,无,未登场,堀秀政,足轻组头,直臣,斋藤家,稻叶山城,无,未登场,堀秀政,足轻组头,直臣,织田家,清洲城,无,已登场,堀秀政,足轻组头,直臣,织田家,岐阜城,无,已登场,堀秀政,足轻组头,直臣,织田家,岐阜城,无,已登场,堀秀政,侍大将,直臣,织田家,安土城,无,已登场,堀秀政,国主,直臣,羽柴家,长滨城,无,已死亡,堀秀政,无效,无效,无,无效,无,已登场,堀秀政,浪人,其他,无,津山之町,无,
645,776,本因坊算砂,本因坊,需新建,lord_1_honinbousansa,Hon'inbo Sansa,,,,,1558,1572,1623,病死,,,,,,全职种,4,4,温和,胆小,理想,慎重,普通,7,书籍,无欲,滴酒不沾,其他,枪,16,3,22,80,64,0,0,0,0,0,0,2,0,0,0,0,4,3,0,0,0,无,拔突，丢钱，贿赂,无,一般条件,,,未登场,本因坊算砂,浪人,其他,无,京之町,无,未登场,本因坊算砂,浪人,其他,无,京之町,无,未登场,本因坊算砂,浪人,其他,无,京之町,无,未登场,本因坊算砂,浪人,其他,无,京之町,无,已登场,本因坊算砂,浪人,其他,无,京之町,无,已登场,本因坊算砂,浪人,其他,无,京之町,无,已登场,本因坊算砂,浪人,其他,无,京之町,无,已登场,本因坊算砂,足轻组头,直臣,德川家,江户城,无,已登场,本因坊算砂,浪人,其他,无,小滨之町,无,
646,777,本愿寺教如,本愿寺,精确匹配,lord_1_honganji_2,Honganji Kyonyo,clan_honganji_1,kinai,精确匹配织丰,,1558,1572,1614,病死,本愿寺显如,647,本愿寺证如,812,本愿寺显如 本愿寺准如 本愿寺证如,没那个意思,50,50,性急,勇敢,普通,轻率,不重情义,89,武具,普通,普通,藤原氏,枪,71,75,39,57,84,2,2,2,1,1,2,2,1,1,0,0,0,1,2,1,1,百发百中,强袭，拔突，铁壁,策士,一般条件,,,未登场,本愿寺教如,侍大将,陪臣（本愿寺显如）,本愿寺,石山本愿寺,无,未登场,本愿寺教如,部将,陪臣（本愿寺显如）,本愿寺,石山本愿寺,无,未登场,本愿寺教如,家老,直臣,本愿寺,石山本愿寺,无,未登场,本愿寺教如,家老,直臣,本愿寺,石山本愿寺,无,已登场,本愿寺教如,家老,直臣,本愿寺,石山本愿寺,无,已登场,本愿寺教如,浪人,其他,无,石山之町,无,已登场,本愿寺教如,浪人,其他,无,石山之町,无,已登场,本愿寺教如,浪人,其他,无,京之町,无,已登场,本愿寺教如,浪人,其他,无,江户之町,无,
