类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,档,载体,存档键,实现锚点,频率
文本变量,插值字段,姓,旁白:[[姓(山中鹿介.姓)，名為(山中鹿介.名)。]],Text.family_name,文本,台词插值字段（主体.字段 → 取对象字段渲染）,{主体.姓},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,7809
文本变量,插值字段,姓名,自語:[[以我們的力量支持<大名家Ａ>，\n支持{人物Ａ.姓名}成為謀取天下的佼佼者，\n貫徹地下工作……]],Text.full_name,文本,台词插值字段（主体.字段 → 取对象字段渲染）,{主体.姓名},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,196
命令,—,下個場面,下個場面:(評定間),scene_next,—,场景切换,pos0=設施 枚举,T2,05演出,无,05 演出步骤,30
命令,—,主命作成,"主命作成:(織田信長,柴田勝家,攻略地方（武士）,255,1549664256)",create_order,—,主命作成,orderId,T2,13主命,13,13 统一 Quest,56
命令,—,事件主命作成,"事件主命作成:(織田信長,主人公,316,20119552)[[半兵衛?誘]]",quest_create,—,事件主命,"pos0=具名实体, pos1=主命 域值, pos2=主命 域值",T2,13主命,13,13 Quest 新增,9
命令,—,事件主命變更,事件主命變更:(事件主命成果)[[勸誘成功]],quest_update,—,事件主命,pos0=主命字段 枚举,T2,13主命,13,13 Quest 改写,32
命令,—,人物登用,"人物登用:(人物Ａ,直臣,主人公)",spawn_hero,—,造角色,"actor, clan",T1,引擎,无,加入家族 / 入队,739
命令,—,人物解雇,"人物解雇:(主人公,發生據點,已出現)",fire_hero,—,解雇,actor,T1,引擎,无,解除封臣 / 离队,874
命令,—,他歧,"他歧:(0){//size=0(0), expected=280",misc_branch,—,解析碎片,—,T0,无,无,不生成步骤,1
命令,—,代入主命目標海域,代入主命目標海域:(人物::主人公.主命目標),assign_ctx,对象:任务,代入槽赋值,"slot=quest_target_sea, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1
命令,—,代入主命目標銷路,代入主命目標銷路:(人物::主人公.主命目標),assign_ctx,对象:任务,代入槽赋值,"slot=quest_target_market, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,4
命令,—,代入交易品Ａ,代入交易品Ａ:(交易品::蜜柑),assign_ctx,对象:物品,代入槽赋值,"slot=trade_good_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,4
命令,—,代入人物Ａ,代入人物Ａ:(人物::本多正信),assign_ctx,对象:人物,代入槽赋值,"slot=hero_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,944
命令,—,代入人物Ｂ,代入人物Ｂ:(海賊衆::熊野水軍.當主),assign_ctx,对象:人物,代入槽赋值,"slot=hero_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1584
命令,—,代入人物Ｃ,代入人物Ｃ:(大名家::大名家Ｃ.當主),assign_ctx,对象:人物,代入槽赋值,"slot=hero_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1592
命令,—,代入人物Ｄ,代入人物Ｄ:(商家::商家Ａ.當主),assign_ctx,对象:人物,代入槽赋值,"slot=hero_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,510
命令,—,代入人物Ｅ,代入人物Ｅ:(人物::主人公當主),assign_ctx,对象:人物,代入槽赋值,"slot=hero_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,148
命令,—,代入勢力Ａ,代入勢力Ａ:(人物::毛利輝元.所屬勢力),assign_ctx,对象:王国,代入槽赋值,"slot=kingdom_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,60
命令,—,代入勢力Ｂ,代入勢力Ｂ:(人物::主人公.所屬勢力),assign_ctx,对象:王国,代入槽赋值,"slot=kingdom_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,18
命令,—,代入勢力Ｃ,代入勢力Ｃ:(人物::今川義元.所屬勢力),assign_ctx,对象:王国,代入槽赋值,"slot=kingdom_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,3
命令,—,代入卡Ａ,代入卡Ａ:(卡::松島)+(變量::ｉ),assign_ctx,对象:卡,代入槽赋值,"slot=card_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,6
命令,—,代入商家Ａ,代入商家Ａ:(人物::主人公.所屬商家),assign_ctx,对象:组织,代入槽赋值,"slot=merchant_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,47
命令,—,代入商家Ｂ,代入商家Ｂ:(人物::主人公.所屬商家),assign_ctx,对象:组织,代入槽赋值,"slot=merchant_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,6
命令,—,代入國Ａ,代入國Ａ:(據點::據點Ａ.所屬國),assign_ctx,对象:区域,代入槽赋值,"slot=province_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,34
命令,—,代入國Ｂ,代入國Ｂ:(人物::主人公.主命目標),assign_ctx,对象:区域,代入槽赋值,"slot=province_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,5
命令,—,代入國Ｃ,代入國Ｃ:(城::城Ｃ.所屬國),assign_ctx,对象:区域,代入槽赋值,"slot=province_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,8
命令,—,代入國Ｄ,代入國Ｄ:(城::城Ｃ.所屬國),assign_ctx,对象:区域,代入槽赋值,"slot=province_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1
命令,—,代入地方Ａ,代入地方Ａ:(據點::據點Ａ.所在地方),assign_ctx,对象:区域,代入槽赋值,"slot=region_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,34
命令,—,代入地方Ｂ,代入地方Ｂ:(據點::據點Ｂ.所在地方),assign_ctx,对象:区域,代入槽赋值,"slot=region_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,34
命令,—,代入城Ａ,代入城Ａ:(大名家::大名家Ａ.本城),assign_ctx,对象:据点,代入槽赋值,"slot=town_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,773
命令,—,代入城Ｂ,代入城Ｂ:(人物::福島正則.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=town_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,794
命令,—,代入城Ｃ,代入城Ｃ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=town_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,439
命令,—,代入城Ｄ,代入城Ｄ:(人物::人物Ｄ.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=town_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,234
命令,—,代入城Ｅ,代入城Ｅ:(城::忍),assign_ctx,对象:据点,代入槽赋值,"slot=town_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,305
命令,—,代入大名家Ａ,代入大名家Ａ:(大名家::伊達晴宗),assign_ctx,对象:家族,代入槽赋值,"slot=clan_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1326
命令,—,代入大名家Ｂ,代入大名家Ｂ:(人物::主人公.所屬大名家),assign_ctx,对象:家族,代入槽赋值,"slot=clan_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1939
命令,—,代入大名家Ｃ,代入大名家Ｃ:(人物::主人公.所屬大名家),assign_ctx,对象:家族,代入槽赋值,"slot=clan_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1748
命令,—,代入大名家Ｄ,代入大名家Ｄ:(人物::人物Ｄ.所屬大名家),assign_ctx,对象:家族,代入槽赋值,"slot=clan_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,311
命令,—,代入大名家Ｅ,代入大名家Ｅ:(大名家::朝倉義景),assign_ctx,对象:家族,代入槽赋值,"slot=clan_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,71
命令,—,代入忍者衆Ａ,代入忍者衆Ａ:(人物::主人公.所屬忍者衆),assign_ctx,对象:组织,代入槽赋值,"slot=ninja_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,120
命令,—,代入忍者衆Ｂ,代入忍者衆Ｂ:(人物::人物Ｃ.所屬忍者衆),assign_ctx,对象:组织,代入槽赋值,"slot=ninja_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,32
命令,—,代入忍者衆Ｃ,代入忍者衆Ｃ:(忍者衆::外聞衆),assign_ctx,对象:组织,代入槽赋值,"slot=ninja_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,8
命令,—,代入據點Ａ,代入據點Ａ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=settlement_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,408
命令,—,代入據點Ｂ,代入據點Ｂ:(勢力::勢力Ｂ.本據),assign_ctx,对象:据点,代入槽赋值,"slot=settlement_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,402
命令,—,代入據點Ｃ,代入據點Ｃ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=settlement_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,109
命令,—,代入據點Ｄ,代入據點Ｄ:(大名家::大名家Ｄ.本城),assign_ctx,对象:据点,代入槽赋值,"slot=settlement_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,76
命令,—,代入據點Ｅ,代入據點Ｅ:(人物::人物Ｅ.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=settlement_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,54
命令,—,代入流派Ａ,代入流派Ａ:(流派::主人公流派),assign_ctx,对象:流派,代入槽赋值,"slot=school_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,9
命令,—,代入流派Ｅ,代入流派Ｅ:(人物::主人公.劍術流派),assign_ctx,对象:流派,代入槽赋值,"slot=school_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1
命令,—,代入海賊衆Ａ,代入海賊衆Ａ:(人物::主人公.所屬海賊衆),assign_ctx,对象:组织,代入槽赋值,"slot=pirate_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,122
命令,—,代入海賊衆Ｂ,代入海賊衆Ｂ:(人物::人物Ｃ.所屬海賊衆),assign_ctx,对象:组织,代入槽赋值,"slot=pirate_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,50
命令,—,代入海賊衆Ｃ,代入海賊衆Ｃ:(海賊衆::村上水軍),assign_ctx,对象:组织,代入槽赋值,"slot=pirate_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,37
命令,—,代入海賊衆Ｄ,代入海賊衆Ｄ:(海賊衆::村上水軍),assign_ctx,对象:组织,代入槽赋值,"slot=pirate_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,3
命令,—,代入物品Ａ,代入物品Ａ:(物品::朝鮮唐津),assign_ctx,对象:物品,代入槽赋值,"slot=item_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,34
命令,—,代入物品Ｂ,代入物品Ｂ:(物品::松風),assign_ctx,对象:物品,代入槽赋值,"slot=item_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,6
命令,—,代入町Ａ,代入町Ａ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=district_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,44
命令,—,代入町Ｂ,代入町Ｂ:(町::井之口),assign_ctx,对象:据点,代入槽赋值,"slot=district_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,4
命令,—,代入町Ｃ,代入町Ｃ:(町::石山),assign_ctx,对象:据点,代入槽赋值,"slot=district_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,4
命令,—,代入砦Ａ,代入砦Ａ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=castle_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,57
命令,—,代入砦Ｂ,代入砦Ｂ:(人物::村上武吉.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=castle_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,12
命令,—,代入砦Ｃ,代入砦Ｃ:(海賊衆::海賊衆Ｃ.本據),assign_ctx,对象:据点,代入槽赋值,"slot=castle_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,25
命令,—,代入砦Ｅ,代入砦Ｅ:(據點::發生據點),assign_ctx,对象:据点,代入槽赋值,"slot=castle_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1
命令,—,代入軍團Ａ,代入軍團Ａ:(軍團::軍團１),assign_ctx,对象:部队,代入槽赋值,"slot=army_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,19
命令,—,代入軍團Ｂ,代入軍團Ｂ:(軍團::軍團２),assign_ctx,对象:部队,代入槽赋值,"slot=army_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,12
命令,—,代入里Ａ,代入里Ａ:(忍者衆::忍者衆Ａ.本據),assign_ctx,对象:据点,代入槽赋值,"slot=village_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,42
命令,—,代入里Ｂ,代入里Ｂ:(人物::主人公.所屬據點),assign_ctx,对象:据点,代入槽赋值,"slot=village_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,4
命令,—,代入里Ｃ,代入里Ｃ:(忍者衆::伊賀衆.本據),assign_ctx,对象:据点,代入槽赋值,"slot=village_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,2
命令,—,代入里Ｅ,代入里Ｅ:(據點::發生據點),assign_ctx,对象:据点,代入槽赋值,"slot=village_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1
命令,—,代入ａ,代入ａ:(狀況::年)-(1541),assign_var,数字/对象,代入槽赋值,"slot=var_a, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,1151
命令,—,代入ｂ,代入ｂ:(人物::主人公.年齡),assign_var,数字/对象,代入槽赋值,"slot=var_b, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,555
命令,—,代入ｃ,代入ｃ:(變量::ｂ)/(10),assign_var,数字/对象,代入槽赋值,"slot=var_c, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,344
命令,—,代入ｄ,代入ｄ:(狀況::年),assign_var,数字/对象,代入槽赋值,"slot=var_d, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,549
命令,—,代入ｅ,代入ｅ:(0),assign_var,数字/对象,代入槽赋值,"slot=var_e, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,114
命令,—,代入ｆ,代入ｆ:(1),assign_var,数字/对象,代入槽赋值,"slot=var_f, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,52
命令,—,代入ｇ,代入ｇ:(人物::主人公.開墾技能),assign_var,数字/对象,代入槽赋值,"slot=var_g, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,39
命令,—,代入ｈ,代入ｈ:(人物::主人公.礦山技能),assign_var,数字/对象,代入槽赋值,"slot=var_h, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,41
命令,—,代入ｉ,代入ｉ:(人物::主人公.算術技能),assign_var,数字/对象,代入槽赋值,"slot=var_i, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,42
命令,—,代入ｊ,代入ｊ:(人物::主人公.辯才技能),assign_var,数字/对象,代入槽赋值,"slot=var_j, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,6
命令,—,代入ｋ,代入ｋ:(人物::主人公.礼法技能),assign_var,数字/对象,代入槽赋值,"slot=var_k, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,8
命令,—,代入ｌ,代入ｌ:(0),assign_var,数字/对象,代入槽赋值,"slot=var_l, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,9
命令,—,代入ｍ,代入ｍ:(人物::主人公.所持金)+(人物::主人公.貯金),assign_var,数字/对象,代入槽赋值,"slot=var_m, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,29
命令,—,代入ｎ,代入ｎ:(4),assign_var,数字/对象,代入槽赋值,"slot=var_n, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,18
命令,—,代入ｏ,代入ｏ:(0),assign_var,数字/对象,代入槽赋值,"slot=var_o, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,9
命令,—,代入ｐ,代入ｐ:(1),assign_var,数字/对象,代入槽赋值,"slot=var_p, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,20
命令,—,代入ｒ,代入ｒ:(變量::Ｒｎｄ)%(11),assign_var,数字/对象,代入槽赋值,"slot=var_r, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,66
命令,—,代入ｔ,代入ｔ:(人物::主人公.醫師評價)+(100),assign_var,数字/对象,代入槽赋值,"slot=var_t, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,237
命令,—,代入ｕ,代入ｕ:(1),assign_var,数字/对象,代入槽赋值,"slot=var_u, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,10
命令,—,代入ｖ,代入ｖ:(1),assign_var,数字/对象,代入槽赋值,"slot=var_v, pos1=容器統計 枚举",T1,Ctx,lwn_scn_state,assign_ctx / assign_var / assign_slot（16 §一 三层作用域）,8
